DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7282090,1,1,4,1,2,1,900000,2,,2,,2,2,8,19,1,23,23,11.1174400980822
7282090,1,1,5,1,2,2,900000,2,,2,,2,2,12,45,1,23,23,11.1174400980822
7282090,1,1,1,3,,2,,2,,,,2,2,36,18,1,23,23,11.1174400980822
7282090,1,1,3,1,2,2,900000,2,,2,,2,2,24,22,1,23,23,11.1174400980822
7282090,1,1,2,1,2,2,900000,2,,2,,2,2,120,30,1,23,23,11.1174400980822
7282090,1,1,6,1,2,2,900000,2,,2,,2,2,12,30,1,23,23,11.1174400980822
7282090,1,1,1,1,2,1,900000,2,,2,,2,2,24,19,1,23,23,11.1174400980822
7282145,1,1,1,3,,2,,2,,,,2,2,18,31,1,23,23,39.6470230672211
7282149,1,2,1,3,,1,,2,,,,2,2,60,37,1,23,23,22.00452909867
7282157,1,2,1,3,,1,,2,,,,2,2,121,50,1,25,"",159.050345223457
7282198,1,2,1,1,1,1,600000,2,,2,,2,2,36,35,1,27,27,3.62428506056215
7282198,1,2,3,1,1,1,600000,2,,2,,2,2,72,30,1,27,27,3.62428506056215
7282198,1,2,2,1,1,1,600000,2,,2,,2,2,48,32,1,27,27,3.62428506056215
7282238,1,2,1,3,,1,,2,,,,2,2,60,34,1,44,44,8.64564686156437
7282272,1,1,1,2,,2,,2,,,,2,2,48,42,1,50,50,21.7213123329567
7282333,1,1,1,1,2,2,200000,2,,2,,2,2,12,18,1,54,54,23.325331828087
7282333,1,1,2,1,2,2,200000,2,,2,,2,2,2,17,1,54,54,23.325331828087
7282335,1,1,3,1,2,1,800000,2,,2,,2,2,6,40,1,54,54,22.521605468155
7282335,1,1,6,1,2,1,800000,2,,2,,2,2,3,22,1,54,54,22.521605468155
7282335,1,1,1,1,2,1,700000,2,,2,,2,2,8,50,1,54,54,22.521605468155
7282335,1,1,4,1,2,1,1000000,2,,2,,2,2,5,40,1,54,54,22.521605468155
7282335,1,1,5,1,2,1,1000000,2,,2,,2,2,3,38,1,54,54,22.521605468155
7282335,1,1,2,1,2,1,1000000,2,,2,,2,2,6,50,1,54,54,22.521605468155
7282338,1,4,2,1,2,2,400000,2,,2,,2,2,8,39,1,54,54,20.5723566360385
7282338,1,4,1,1,2,2,480000,2,,2,,2,2,8,60,1,54,54,20.5723566360385
7282450,1,2,1,1,2,1,1009375,2,,2,,2,2,2,21,1,68,"",73.6273107835938
7282530,1,1,1,1,1,2,1160000,1,139200,1,239060,1,1,24,22,1,76,76,118.097328764463
7282537,1,2,1,1,2,1,1200000,3,150000,2,,2,2,60,45,1,76,76,115.737772410827
7282634,1,1,1,1,2,1,400000,2,,2,,2,2,144,22,2,13,"",147.81513854523
7282643,1,1,1,2,,1,,2,,,,2,2,360,45,2,13,"",155.855228315935
7282665,1,2,1,2,,2,,2,,,,2,2,66,27,1,44,"",83.5548389721681
7282687,1,1,1,3,,2,,2,,,,2,2,48,63,1,44,"",36.7561983286147
7282709,1,1,1,3,,2,,2,,,,2,2,24,30,2,70,"",40.1971935103967
7282717,1,1,1,1,2,1,1600000,2,,2,,2,2,11,58,2,11,"",28.9584974057874
7282721,1,1,1,3,,1,,2,,,,2,2,48,27,2,18,"",25.6835943378023
7282729,1,1,1,1,2,1,900000,2,,2,,2,2,12,40,2,18,"",26.8985863033282
7282729,1,1,1,3,,1,,2,,,,2,2,12,14,2,18,"",26.8985863033282
7282729,1,1,2,3,,1,,2,,,,2,2,14,12,2,18,"",26.8985863033282
7282732,1,1,1,1,2,1,900000,2,,2,,2,2,5,30,2,18,"",15.4773788177249
7282732,1,1,2,1,2,2,700000,2,,2,,2,2,5,29,2,18,"",15.4773788177249
7282732,1,1,3,1,2,1,900000,2,,2,,2,2,3,27,2,18,"",15.4773788177249
7282749,1,1,1,3,,1,,2,,,,2,2,97,35,1,18,"",35.6763468123807
7282750,1,1,1,2,,1,,2,,,,2,2,97,55,1,18,"",44.9388809768429
7282797,1,1,1,3,,2,,2,,,,2,2,60,53,2,76,"",130.168471416907
7282806,1,1,1,1,1,2,100000,2,,2,,2,2,240,60,2,76,"",314.628610144503
7282870,1,1,1,2,,1,,2,,,,2,2,18,25,2,05,"",200.489744131671
7282872,1,1,1,1,1,1,1160000,1,330600,1,1500000,1,1,60,45,2,05,"",165.793283877519
7282912,1,1,2,1,2,2,800000,2,,2,,2,2,6,32,1,05,05,51.5167421792419
7282912,1,1,1,1,2,2,800000,2,,2,,2,2,6,24,1,05,05,51.5167421792419
7282936,1,1,1,2,,2,,2,,,,2,2,12,73,1,05,05,88.9898298085832
7282976,1,1,1,2,,1,,2,,,,2,2,36,20,1,05,05,98.5445577315073
7283002,1,1,1,1,2,1,525000,2,,2,,2,2,12,38,1,08,08,65.359106609571
7283007,1,1,1,2,,1,,2,,,,2,2,72,40,1,08,08,59.9107452588637
7283017,1,1,1,1,2,1,1100000,2,,2,,2,2,24,21,1,08,08,50.028051107937
7283030,1,1,1,3,,2,,2,,,,2,2,12,28,1,11,11,529.835754111965
7283045,1,1,1,1,1,2,1000000,1,299632,1,482500,1,1,12,30,1,11,11,509.638028976199
7283045,1,1,2,1,1,2,1000000,1,299632,1,482500,1,1,2,50,1,11,11,509.638028976199
7283045,1,1,3,1,1,2,1000000,1,299632,1,482500,1,1,2,30,1,11,11,509.638028976199
7283083,1,1,1,1,1,2,1300606,1,285000,1,170000,1,1,7,23,1,11,11,342.875473986838
7283083,1,1,1,2,,1,,2,,,,2,2,54,43,1,11,11,342.875473986838
7283100,1,1,1,1,1,2,100000,2,,2,,2,2,48,25,1,13,13,24.9963393606108
7283132,1,1,1,3,,2,,2,,,,2,2,36,56,1,13,13,35.3101896251738
7283153,1,1,1,2,,2,,2,,,,2,2,10,38,1,15,15,16.6694849648823
7283170,1,1,1,1,2,1,1160000,2,,2,,2,2,36,22,1,15,15,13.9662671147667
7283226,1,1,1,2,,2,,2,,,,2,2,240,40,1,17,17,15.2011428291506
7283234,1,3,1,2,,2,,2,,,,2,2,24,37,1,17,17,20.8250097497707
7283234,1,3,2,2,,2,,2,,,,2,2,24,35,1,17,17,20.8250097497707
7283234,1,3,1,1,2,2,800000,2,,2,,2,2,6,38,1,17,17,20.8250097497707
7283283,1,1,1,3,,2,,2,,,,2,2,480,75,1,19,19,9.6221124435424
7283380,1,1,2,1,2,1,400000,2,,2,,2,2,62,25,1,23,23,9.22335771100148
7283380,1,1,1,1,2,1,600000,2,,2,,2,2,120,40,1,23,23,9.22335771100148
7283402,1,1,1,3,,2,,2,,,,2,2,9,19,1,25,"",106.6049730588
7283402,1,1,2,3,,2,,2,,,,2,2,9,17,1,25,"",106.6049730588
7283403,1,1,1,3,,2,,2,,,,2,2,13,33,1,25,"",124.353063835414
7283451,1,1,2,3,,1,,2,,,,2,2,60,27,1,27,27,2.6890672762437
7283451,1,1,1,3,,2,,2,,,,2,2,60,32,1,27,27,2.6890672762437
7283504,1,1,1,2,,2,,2,,,,2,2,24,19,1,41,41,11.3470496393954
7283515,1,1,1,1,2,1,350000,2,,2,,2,2,12,25,1,41,41,20.5500915847193
7283515,1,1,2,1,2,1,350000,2,,2,,2,2,12,30,1,41,41,20.5500915847193
7283540,1,1,1,3,,1,,2,,,,2,2,48,27,1,44,44,2.79768841886696
7283562,1,1,1,1,2,2,1000000,2,,2,,2,2,24,49,1,44,44,9.33224238693187
7283568,1,1,1,3,,2,,2,,,,2,2,120,26,1,44,44,5.88118109953027
7283578,1,1,2,1,2,1,250000,2,,2,,2,2,24,22,1,44,44,11.1367321853439
7283578,1,1,1,1,1,1,250000,2,,2,,2,2,36,28,1,44,44,11.1367321853439
7283603,1,1,1,1,1,1,1000000,2,,2,,2,2,25,24,1,47,47,21.7114904517188
7283609,1,1,1,3,,1,,2,,,,2,2,121,40,1,47,47,21.2267082303506
7283631,1,1,1,1,1,1,1209772,2,,2,,2,2,8,38,1,50,50,17.7907289230585
7283634,1,1,2,2,,1,,2,,,,2,2,33,99,1,50,50,38.6793685685146
7283634,1,1,1,2,,1,,2,,,,2,2,49,99,1,50,50,38.6793685685146
7283636,1,1,1,3,,2,,1,98000,,,2,2,96,47,1,50,50,17.345822046328
7283640,1,1,2,1,1,2,1160000,2,,2,,2,2,36,25,1,50,50,23.2626650827422
7283640,1,1,1,1,1,2,1160000,2,,2,,2,2,24,25,1,50,50,23.2626650827422
7283640,1,5,1,1,2,1,1800000,1,95000,2,,1,2,8,37,1,50,50,23.2626650827422
7283640,1,5,1,2,,1,,1,330600,,,1,2,48,35,1,50,50,23.2626650827422
7283675,1,4,1,2,,1,,2,,,,2,2,13,34,1,50,50,21.7779178332116
7283718,1,1,3,1,2,2,1000000,2,,2,,2,2,26,32,1,52,52,17.1632346944908
7283718,1,1,1,1,2,2,1000000,2,,2,,2,2,24,30,1,52,52,17.1632346944908
7283718,1,1,2,1,2,2,1000000,2,,2,,2,2,24,34,1,52,52,17.1632346944908
7283731,1,1,3,1,2,1,1150000,1,184000,1,1000000,1,1,24,20,1,52,52,10.9926308374445
7283731,1,1,1,1,2,2,1150000,1,184000,1,1000000,1,1,60,37,1,52,52,10.9926308374445
7283731,1,1,2,1,2,1,1150000,1,184000,2,,1,1,2,37,1,52,52,10.9926308374445
7283742,1,1,1,1,2,2,700000,2,,2,,2,2,2,37,1,54,54,33.9402310341705
7283795,1,1,1,1,2,1,1200000,2,,2,,2,2,12,30,1,54,54,84.0327513727286
7283881,1,1,1,1,1,1,1700000,1,250000,2,,2,2,4,26,1,66,66,15.6471461930984
7283937,1,1,3,1,2,2,1000000,1,300000,1,1258249,1,1,10,28,1,68,68,43.8766147778434
7283937,1,1,2,1,2,1,1000000,1,300000,1,1258249,1,1,12,32,1,68,68,43.8766147778434
7283937,1,1,4,1,2,2,1000000,1,300000,1,1258249,1,1,12,24,1,68,68,43.8766147778434
7283937,1,1,1,1,2,1,1000000,1,300000,1,1258249,1,1,12,35,1,68,68,43.8766147778434
7283944,1,1,4,1,2,2,1600000,2,,2,,2,2,36,48,1,68,68,23.7557695928588
7283944,1,1,2,1,2,1,1520000,2,,2,,2,2,36,30,1,68,68,23.7557695928588
7283944,1,1,1,1,2,1,1520000,2,,2,,2,2,12,25,1,68,68,23.7557695928588
7283944,1,1,3,1,2,1,1520000,2,,2,,2,2,36,36,1,68,68,23.7557695928588
7283945,1,2,1,1,1,2,1200000,2,,2,,2,2,48,50,1,68,68,33.137310514832
7283945,1,2,2,1,1,2,1200000,2,,2,,2,2,48,45,1,68,68,33.137310514832
7283945,1,2,3,1,1,2,1200000,2,,2,,2,2,24,26,1,68,68,33.137310514832
7283967,1,1,1,1,1,2,1300000,2,,2,,2,2,4,52,1,68,68,30.761334571814
7283967,1,1,2,1,1,2,1300000,2,,2,,2,2,4,29,1,68,68,30.761334571814
7283967,1,1,3,1,1,1,1500000,2,,2,,2,2,12,50,1,68,68,30.761334571814
7283975,1,1,1,2,,2,,1,390000,,,1,2,24,41,1,68,68,28.416849524536
7283975,1,1,2,1,2,1,1800000,2,,2,,2,2,99,99,1,68,68,28.416849524536
7283975,1,1,1,1,2,1,1800000,2,,2,,2,2,99,99,1,68,68,28.416849524536
7284021,1,1,1,2,,2,,2,,,,2,2,36,43,1,76,"",15.118646994929
7284022,1,1,1,1,2,2,300000,2,,2,,2,2,11,32,1,76,"",30.7155164012107
7284115,1,2,1,1,2,1,0,2,,2,,2,2,120,53,1,88,88,3.3408036423952
7284142,1,1,1,2,,2,,2,,,,2,2,180,47,1,88,88,4.28106007587478
7284209,1,2,1,1,2,1,1000000,2,,2,,2,2,2,28,1,05,05,116.402902905337
7284278,1,1,1,1,2,1,960000,2,,2,,2,2,3,42,2,25,"",10.7175655124464
7284278,1,1,2,1,2,1,960000,2,,2,,2,2,3,35,2,25,"",10.7175655124464
7284282,1,1,1,1,2,2,1200000,2,,2,,2,2,9,20,2,25,"",8.32514802785982
7284282,1,1,1,2,,1,,2,,,,2,2,96,45,2,25,"",8.32514802785982
7284300,1,2,1,2,,1,,2,,,,2,2,5,50,1,15,"",237.623553641059
7284323,1,1,1,3,,2,,2,,,,2,2,12,37,2,15,"",48.7891980806008
7284331,1,1,1,1,2,1,850000,2,,2,,2,2,48,36,2,15,"",58.3171147252325
7284381,1,1,1,3,,1,,2,,,,2,2,6,19,1,15,"",71.8680202822827
7284384,1,1,1,3,,2,,2,,,,2,2,7,57,1,15,"",51.8435749498154
7284388,1,2,1,3,,1,,2,,,,2,2,360,54,2,15,"",169.265178816949
7284419,1,4,1,1,2,1,150000,2,,2,,2,2,12,58,2,76,"",78.0012501401073
7284426,1,2,1,3,,1,,2,,,,2,2,40,40,2,76,"",32.6545084245934
7284431,1,1,1,1,2,1,900000,2,,2,,2,2,19,48,2,76,"",27.222290441721
7284437,1,2,1,3,,1,,2,,,,2,2,84,44,2,76,"",102.224508710501
7284458,1,2,1,1,2,1,1000000,1,350000,2,,1,2,60,41,2,63,"",11.5457626856193
7284459,1,2,1,3,,2,,2,,,,2,2,120,62,2,63,"",25.8710568434383
7284469,1,1,1,1,2,2,1000000,2,,2,,2,2,36,55,2,63,"",11.5457626856193
7284469,1,1,1,3,,2,,2,,,,2,2,60,39,2,63,"",11.5457626856193
7284478,1,1,1,2,,1,,2,,,,2,2,16,50,1,66,"",30.5661100856219
7284511,1,1,1,1,2,1,1200000,2,,2,,2,2,48,23,2,66,"",59.5531092412896
7284511,1,1,2,1,2,2,1200000,2,,2,,2,2,60,45,2,66,"",59.5531092412896
7284521,1,1,1,1,1,1,1160000,1,145000,1,2038999,1,2,12,23,2,66,"",67.6545659484986
7284521,1,1,1,3,,1,,1,330600,,,1,2,24,35,2,66,"",67.6545659484986
7284535,1,1,1,1,1,1,1000000,2,,2,,2,2,62,30,1,66,"",16.0542662750254
7284554,1,1,1,1,1,2,1200000,2,,2,,2,2,24,38,1,66,"",13.7660216865059
7284581,1,2,1,3,,1,,2,,,,2,2,84,23,2,66,"",63.4889674273239
7284609,1,1,1,1,1,1,1000000,2,,2,,2,2,24,48,2,05,"",220.940716919103
7284609,1,1,2,1,2,2,600000,2,,2,,2,2,3,26,2,05,"",220.940716919103
7284612,1,1,1,1,2,1,240000,2,,2,,2,2,12,24,2,05,"",188.753361789412
7284612,1,1,2,1,2,2,240000,2,,2,,2,2,12,38,2,05,"",188.753361789412
7284641,1,3,1,2,,2,,2,,,,2,2,4,29,1,23,"",128.342833008282
7284700,1,1,1,1,1,2,1160000,1,251082,1,1473750,2,2,72,99,1,05,"",19.5694432371455
7284700,1,1,3,1,1,2,1160000,3,187683,1,1600000,1,2,48,99,1,05,"",19.5694432371455
7284700,1,1,2,1,1,2,1160000,1,251082,2,,2,2,72,99,1,05,"",19.5694432371455
7284731,1,1,1,1,2,1,750000,2,,2,,2,2,1,18,1,05,05,59.7151394431552
7284733,1,6,1,2,,2,,2,,,,2,2,120,45,1,05,05,52.5859982177463
7284736,1,1,1,1,2,1,700000,2,,2,,2,2,1,24,1,05,05,129.155406556673
7284769,1,1,2,1,2,1,700000,2,,2,,2,2,24,50,1,05,05,100.990482470304
7284769,1,1,1,1,2,1,700000,2,,2,,2,2,10,38,1,05,05,100.990482470304
7284769,1,1,3,1,2,1,700000,2,,2,,2,2,18,25,1,05,05,100.990482470304
7284785,1,1,1,1,2,1,1300000,2,,2,,2,2,1,33,1,05,05,141.502682490565
7284812,1,1,1,3,,1,,2,,,,2,2,96,40,1,08,08,44.9354119936957
7284812,1,2,1,3,,2,,2,,,,2,2,96,38,1,08,08,44.9354119936957
7284881,1,5,1,3,,2,,2,,,,2,2,96,62,1,08,08,35.6518687567932
7284945,1,2,1,1,2,1,1016538,2,,2,,2,2,1,19,1,11,11,269.69735061801
7285051,1,1,4,1,2,1,1500000,2,,2,,2,2,45,46,1,13,13,42.1408914240009
7285051,1,1,5,1,1,1,1500000,2,,2,,2,2,50,48,1,13,13,42.1408914240009
7285051,1,1,3,1,2,1,1500000,2,,2,,2,2,42,43,1,13,13,42.1408914240009
7285051,1,1,1,1,2,1,1000000,2,,2,,2,2,36,40,1,13,13,42.1408914240009
7285051,1,1,2,1,2,1,1000000,2,,2,,2,2,36,41,1,13,13,42.1408914240009
7285056,1,1,1,2,,1,,2,,,,2,2,241,54,1,13,13,46.1381332499441
7285059,1,5,1,2,,2,,2,,,,2,2,48,99,1,13,13,31.0413606832106
7285122,1,4,1,1,2,1,500000,2,,2,,2,2,5,34,1,15,15,8.40472616182418
7285129,1,1,1,2,,1,,2,,,,2,2,60,26,1,15,15,5.83025796795151
7285129,1,1,1,3,,2,,2,,,,2,2,60,50,1,15,15,5.83025796795151
7285129,1,1,2,3,,2,,2,,,,2,2,60,31,1,15,15,5.83025796795151
7285149,1,2,1,1,1,2,1160000,1,330600,2,,1,1,18,54,1,15,15,16.0150605574414
7285160,1,4,1,3,,1,,2,,,,2,2,9,74,1,15,15,15.7066351967031
7285160,1,4,2,3,,2,,2,,,,2,2,9,68,1,15,15,15.7066351967031
7285207,1,1,1,2,,2,,2,,,,2,2,60,70,1,17,17,18.1034274343011
7285302,1,2,3,1,2,2,360000,2,,2,,2,2,24,28,1,17,17,12.6347161177356
7285302,1,2,1,1,1,2,1160000,1,3356000,1,121600,2,2,96,38,1,17,17,12.6347161177356
7285302,1,2,1,2,,1,,2,,,,2,2,120,42,1,17,17,12.6347161177356
7285302,1,2,4,1,2,1,600000,2,,2,,2,2,24,35,1,17,17,12.6347161177356
7285302,1,2,2,1,2,2,1800000,2,,2,,2,2,60,32,1,17,17,12.6347161177356
7285381,1,1,2,1,2,1,200000,2,,2,,2,2,36,50,1,19,19,6.5625118534293
7285381,1,1,3,1,2,1,200000,2,,2,,2,2,36,35,1,19,19,6.5625118534293
7285381,1,1,1,1,2,1,250000,2,,2,,2,2,72,60,1,19,19,6.5625118534293
7285381,1,1,5,1,2,1,200000,2,,2,,2,2,36,50,1,19,19,6.5625118534293
7285381,1,1,4,1,2,1,200000,2,,2,,2,2,36,40,1,19,19,6.5625118534293
7285387,1,2,1,1,1,1,1160000,1,243832,1,156600,1,1,216,65,1,19,19,5.51855019313072
7285387,1,2,2,1,2,1,1160000,1,243832,1,156600,1,2,120,50,1,19,19,5.51855019313072
7285387,1,2,3,1,2,1,1160000,2,,2,,2,2,24,35,1,19,19,5.51855019313072
7285387,1,2,4,1,2,1,1160000,2,,2,,2,2,24,28,1,19,19,5.51855019313072
7285391,1,1,1,1,2,1,360000,2,,2,,2,2,3,25,1,19,19,10.7705666619353
7285391,1,1,2,1,2,1,360000,2,,2,,2,2,3,30,1,19,19,10.7705666619353
7285419,1,2,1,3,,1,,2,,,,2,2,120,72,1,19,19,16.1229828316033
7285427,1,1,1,2,,2,,2,,,,2,2,360,54,1,19,19,4.88350743681166
7285427,1,3,1,2,,2,,2,,,,2,2,48,54,1,19,19,4.88350743681166
7285429,1,5,1,3,,1,,2,,,,2,2,48,38,1,19,19,9.23947640400717
7285490,1,2,1,1,2,1,998076,2,,2,,2,2,99,30,1,20,20,22.2275395049098
7285490,1,2,2,1,2,2,998076,2,,2,,2,2,99,25,1,20,20,22.2275395049098
7285490,1,2,3,1,2,2,998076,2,,2,,2,2,99,22,1,20,20,22.2275395049098
7285490,1,2,4,1,2,2,998076,2,,2,,2,2,99,20,1,20,20,22.2275395049098
7285496,1,2,1,1,1,2,1160000,1,237800,2,,1,1,10,42,1,20,20,21.8909962099697
7285496,1,2,1,3,,1,,2,,,,2,2,192,51,1,20,20,21.8909962099697
7285496,1,2,2,1,1,2,1160000,1,237800,2,,1,1,24,31,1,20,20,21.8909962099697
7285530,1,1,2,3,,2,,2,,,,2,2,8,16,1,20,20,11.2011341614421
7285530,1,1,1,3,,2,,2,,,,2,2,8,37,1,20,20,11.2011341614421
7285556,1,2,1,2,,1,,2,,,,2,2,999,34,1,20,20,34.5898502497618
7285567,1,1,1,3,,1,,2,,,,2,2,96,999,1,20,20,15.1674280483326
7285581,1,1,2,3,,2,,2,,,,2,2,230,37,1,23,23,9.88216897607302
7285581,1,1,1,3,,2,,2,,,,2,2,230,62,1,23,23,9.88216897607302
7285602,1,1,2,1,2,1,900000,2,,2,,2,2,60,30,1,23,23,15.8820572829745
7285602,1,1,1,1,2,1,700000,2,,2,,2,2,15,22,1,23,23,15.8820572829745
7285690,1,1,1,2,,2,,2,,,,2,2,170,54,1,27,27,4.16561140795372
7285690,1,1,1,1,2,2,550000,2,,2,,2,2,63,41,1,27,27,4.16561140795372
7285750,1,2,1,1,2,1,500000,2,,2,,2,2,3,28,1,41,41,18.4291788057448
7285758,1,1,2,1,1,1,700000,2,,2,,2,2,36,30,1,41,41,13.9435595898661
7285758,1,1,1,1,1,1,700000,2,,2,,2,2,36,31,1,41,41,13.9435595898661
7285822,1,1,1,3,,1,,2,,,,2,2,36,38,1,44,44,7.27731416500626
7285862,1,2,2,1,2,1,300000,2,,2,,2,2,1,40,1,44,44,3.92214395645003
7285862,1,2,1,1,2,1,150000,2,,2,,2,2,1,35,1,44,44,3.92214395645003
7285880,1,1,1,3,,2,,2,,,,2,2,95,47,1,47,47,18.1250038843151
7285940,1,1,1,1,2,1,1000000,2,,2,,2,2,36,35,1,47,47,36.6593530024681
7286002,1,1,1,2,,2,,2,,,,2,2,121,66,1,50,50,25.6298116708929
7286021,1,1,1,2,,1,,2,,,,2,2,36,24,1,50,50,16.0584515320643
7286021,1,1,1,1,1,1,1300000,2,,2,,2,2,36,28,1,50,50,16.0584515320643
7286065,1,1,1,2,,2,,2,,,,2,2,24,46,1,52,52,13.1975678154798
7286077,1,2,1,2,,2,,2,,,,2,2,4,39,1,52,52,16.4969597693498
7286150,1,1,1,2,,2,,2,,,,2,2,4,49,1,54,54,29.7874197042115
7286150,1,1,1,1,2,1,70000,2,,2,,2,2,4,62,1,54,54,29.7874197042115
7286151,1,1,1,3,,1,,2,,,,2,2,84,28,1,54,54,51.143380658791
7286162,1,1,1,1,1,1,400000,2,,2,,2,2,24,26,1,54,54,32.4961063050021
7286167,1,1,1,2,,2,,2,,,,2,2,58,65,1,54,54,32.4961063050021
7286213,1,1,2,3,,2,,2,,,,2,2,35,21,1,54,54,79.3529131272137
7286213,1,1,1,3,,2,,2,,,,2,2,35,38,1,54,54,79.3529131272137
7286239,1,1,2,3,,2,,2,,,,2,2,144,35,1,63,63,18.1726180736631
7286239,1,1,1,3,,1,,2,,,,2,2,144,68,1,63,63,18.1726180736631
7286253,1,1,1,2,,1,,2,,,,2,2,192,67,1,63,63,13.4419689333745
7286262,1,1,1,3,,2,,2,,,,2,2,60,37,1,63,63,15.4589250148311
7286290,1,1,1,1,1,2,1300000,1,330600,2,,1,2,18,34,1,63,63,19.93924576588
7286296,1,1,1,1,2,1,1000000,2,,2,,2,2,24,30,1,63,63,13.5967009238034
7286355,1,1,1,1,1,1,1200000,1,180000,2,,1,2,60,32,1,66,66,17.2294249512077
7286355,1,1,8,1,1,1,1200000,2,,2,,2,2,40,32,1,66,66,17.2294249512077
7286355,1,1,2,1,1,1,1200000,1,180000,2,,1,2,50,39,1,66,66,17.2294249512077
7286355,1,1,5,1,1,1,1200000,1,180000,2,,1,2,90,42,1,66,66,17.2294249512077
7286355,1,1,4,1,1,1,1000000,2,,2,,2,2,45,30,1,66,66,17.2294249512077
7286355,1,1,7,1,1,2,1000000,2,,2,,2,2,20,25,1,66,66,17.2294249512077
7286355,1,1,6,1,1,2,1000000,2,,2,,2,2,12,20,1,66,66,17.2294249512077
7286355,1,1,3,1,1,1,900000,2,,2,,2,2,12,27,1,66,66,17.2294249512077
7286488,1,1,1,1,1,1,1000000,2,,2,,2,2,48,22,1,70,70,24.4920182187538
7286642,1,1,1,1,2,1,1000000,1,237800,2,,2,2,10,22,1,73,73,51.29361369748
7286642,1,1,1,3,,2,,2,,,,2,2,36,34,1,73,73,51.29361369748
7286658,1,1,1,1,2,1,1300000,1,237800,2,,1,2,11,23,1,73,73,24.5969857041918
7286658,1,1,1,3,,1,,1,330000,,,1,2,100,36,1,73,73,24.5969857041918
7286658,1,3,1,3,,2,,2,,,,2,2,96,25,1,73,73,24.5969857041918
7286700,1,2,1,1,2,1,100000,2,,2,,2,2,7,23,1,76,76,82.7453615882519
7286718,1,1,1,3,,2,,2,,,,2,2,168,53,1,76,76,95.9216951691121
7286744,1,3,1,1,1,2,1160000,2,,2,,2,2,24,30,1,76,76,97.1415139299573
7286745,1,1,1,1,1,1,912831,2,,2,,2,2,84,21,1,76,76,12.1001445657777
7286750,1,1,1,1,2,1,1600000,1,3400000,2,,1,2,8,10,1,76,76,84.5800813459498
7286750,1,1,2,1,2,1,1600000,2,,2,,2,2,36,35,1,76,76,84.5800813459498
7286840,1,1,2,1,2,1,1000000,2,,2,,2,2,12,40,1,76,76,77.8946890146705
7286840,1,1,1,1,2,2,800000,2,,2,,2,2,4,30,1,76,76,77.8946890146705
7287056,1,1,1,3,,2,,2,,,,2,2,10,41,2,08,"",5.19865278289171
7287061,1,1,1,1,2,1,800000,2,,2,,2,2,36,23,2,08,"",3.84112450895104
7287061,1,1,2,1,2,1,800000,2,,2,,2,2,36,27,2,08,"",3.84112450895104
7287064,1,2,1,1,2,1,800000,2,,2,,2,2,9,55,2,08,"",4.68463647622087
7287064,1,2,2,1,2,1,1400000,2,,2,,2,2,9,55,2,08,"",4.68463647622087
7287161,1,1,1,1,2,2,580000,2,,2,,2,2,12,43,2,68,"",37.1996467019451
7287161,1,1,1,3,,2,,2,,,,2,2,60,36,2,68,"",37.1996467019451
7287170,1,1,1,3,,2,,2,,,,2,2,408,59,1,68,"",52.3761827776644
7287185,1,1,1,2,,2,,2,,,,2,2,60,67,2,68,"",61.9380906361571
7287185,1,1,2,2,,2,,3,160000,,,2,2,48,65,2,68,"",61.9380906361571
7287193,1,1,1,1,2,1,200000,2,,2,,2,2,4,28,2,68,"",69.1838258908399
7287195,1,1,1,2,,2,,2,,,,2,2,180,62,2,68,"",62.2432941021562
7287212,1,1,2,3,,2,,2,,,,2,2,1,22,1,54,"",154.602593847431
7287212,1,1,1,3,,1,,2,,,,2,2,96,54,1,54,"",154.602593847431
7287213,1,2,1,3,,2,,2,,,,2,2,24,35,1,54,"",163.951808563982
7287217,1,1,1,3,,2,,2,,,,2,2,500,72,1,54,"",102.030643955043
7287316,1,1,1,3,,2,,2,,,,2,2,150,52,2,27,"",134.741359040537
7287320,1,1,1,3,,2,,2,,,,2,2,186,51,2,27,"",68.3269651625822
7287324,1,2,1,3,,2,,2,,,,2,2,90,29,2,27,"",124.397736047527
7287357,1,1,1,1,2,1,70000,2,,2,,2,2,23,36,2,27,"",18.6414504761591
7287357,1,1,2,1,2,1,80000,2,,2,,2,2,27,42,2,27,"",18.6414504761591
7287365,1,1,1,3,,2,,2,,,,2,2,121,35,2,27,"",28.715513412893
7287375,1,1,1,3,,1,,2,,,,2,2,63,46,2,27,"",26.8952312600346
7287387,1,2,2,1,2,1,868857,2,,2,,2,2,25,30,1,05,"",27.2700989079952
7287387,1,2,1,1,2,1,868857,2,,2,,2,2,10,22,1,05,"",27.2700989079952
7287391,1,1,1,1,2,2,900000,2,,2,,2,2,24,25,1,05,"",16.0136561703405
7287411,1,3,1,1,2,1,900000,2,,2,,2,2,2,32,1,05,05,86.1023140992716
7287450,1,2,1,1,2,1,1500000,2,,2,,2,2,4,46,1,08,08,26.0833916891882
7287450,1,2,3,1,2,1,1500000,2,,2,,2,2,4,19,1,08,08,26.0833916891882
7287450,1,2,2,1,2,1,1500000,2,,2,,2,2,4,24,1,08,08,26.0833916891882
7287451,1,1,1,2,,2,,2,,,,2,2,7,55,1,08,08,36.0889288476782
